paragraph_id;sentence_id;sentence;control
148;2;Elliot and Fokker were able to receive such a large commission because Elliot had close connections to the U.S. Export-Import Bank through his father, Franklin Delano Roosevelt.;
149;1;Stella Dorothea Gibbons (5 January 1902—19 December 1989) was an English novelist and poet.;CONTROL
149;2;Her works include Cold Comfort Farm.;
151;1;Keynes was educated at Oundle School.;
152;1;"Keynes (pronounced ""Canes"") was born in London, the eldest son of Geoffrey Keynes, and thus the nephew of the economist John Maynard Keynes; and Geoffrey Keynes' wife Elizabeth (nee Darwin), the grand-daughter of Charles Darwin, and thus the great-grandson of Charles Darwin (see Darwin -- Wedgwood family).";
153;1;Charles Francis Adams, Jr. (May 27, 1835 - May 20, 1915), a member of the prominent Adams political family and son of Charles Francis Adams, Sr., graduated at Harvard in 1856, and served on the Union side in the American Civil War, receiving in 1865 the brevet of brigadier-general in the regular army.;
153;2;He was president of the Union Pacific Railroad from 1884 to 1890, having previously become widely known as an authority on the management of railways.;
154;1;His son Charles Francis Adams was Secretary of the Navy and a renowned yachtsman.;
155;1;Jean Tardieu (born in St Germain de Joux, France November 1, 1903, died in Creteil, France January 27, 1995) was an artist, musician, poet and dramatic author.;
156;2;He is often associated with the Theatre of the Absurd.;
157;1;John Eric Austin (born August 21, 1944, in Blaby, Leicestershire) is a British Member of Parliament for Erith and Thamesmead.;
157;2;He is a member of the Labour Party.;
157;3;He worked as a social worker and was leader of Greenwich council before entering Parliament.;CONTROL
158;1;Austin is a member of the left-wing Socialist Campaign Group.;
158;2;He stated his intention to act as a stalking horse against Tony Blair.;
158;4;He indicated his hope that, in the event of an election, Gordon Brown would enter.;
159;1;Robert Strange McNamara (born June 9, 1916) is an American business executive and a former United States Secretary of Defense.;
159;3;He resigned that position to become President of the World Bank (1968-1981).;
160;1;McNamara was born in San Francisco where his father was sales manager of a wholesale shoe firm.;CONTROL
160;2;He graduated in 1937 from the University of California, Berkeley with a degree in economics and philosophy, and earned a master's degree from the Harvard Graduate School of Business Administration in 1939.;
161;1;He worked a year for the accounting firm of Price Waterhouse in San Francisco, and then in August 1940 returned to Harvard to teach in the Business School.;
161;2;Following his involvement there in a program to teach the analytical approaches used in business to officers of the Army Air Forces, he entered the Army as a captain in early 1943, serving under Col. Curtis LeMay with analysis of U.S. bombers' efficiency and effectiveness as a major responsibility.;
161;3;He left active duty three years later with the rank of lieutenant colonel.;
161;4;During this period, McNamara helped to plan the 1945 bombing of Tokyo.;
162;1;In 1946 McNamara joined Ford Motor Company, which he later said had been the result of a Life magazine article which reported how few college-educated managers there were at the then unprofitable company.;
163;1;President-elect John F. Kennedy first offered the post of secretary of defense to former secretary Robert A. Lovett.;
163;2;"Lovett declined but recommended McNamara; Kennedy had him approached by Sargent Shriver (regarding either the Treasury or the Defense cabinet post), and less than five weeks after becoming president at Ford, McNamara accepted Kennedy's invitation to serve as Secretary of Defense.";
164;1;He also created the Defense Intelligence Agency and the Defense Supply Agency.;
165;1;Mary Lilian Baels (November 28, 1916 - June 7, 2002) was best known as Princess de Ruthy, the controversial morganatic second wife of King Leopold III of the Belgians.;
166;1;Mary Lilian Lucy Josepha Monique Baels was born in Highbury, London, England, one of eight children of Henri Baels, an attorney and fish trader from Ostend, Belgium, and his wife Anne Marie de Visscher, who were living in England during World War I.;
167;2;He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.;
168;1;He was the son of a blacksmith Timothy Bush, Jr. and Lydia Newcomb and was born in Penfield, Monroe Co., New York on January 28, 1797.;CONTROL
169;2;He was a participant in the Underground Railroad, and even petitioned the New York state Legislature to secede from the Union in a protest against slavery.;
170;1;Eventually Obadiah, Henry and possibly another brother or two went off to find their fortunes in the California Gold Rush of 1849.;
171;1;Robert Henry Dee (born May 18, 1933 in Quincy, Massachusetts) is a former three-sport letterman at Holy Cross College who was one of the first players signed by the Boston Patriots in 1960.;
171;2;Another example of a player misjudged by the NFL, he became an ironman of the American Football League who never missed a game during his career, starting 112 consecutive games.;
171;5;He was voted to five American Football League All-Star teams (1961, 1963-65).;
172;1;Joseph H. Ball (November 3, 1905 - December 18, 1993) was an American politician.;CONTROL
172;2;He served in the United States Senate as a Republican from Minnesota.;
173;1;He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.;
173;6;He lost his reelection bid in 1948 to Hubert H. Humphrey.;
173;7;Ball died in Chevy Chase, Maryland.;
174;1;Raymond Arrieta (born March 26, 1965 in San Juan, Puerto Rico) is considered by many to be one of Puerto Rico's greatest comedians.;
175;1;"After Raymond graduated from high school, he enrolled in the ""Universidad del Sagrado Corazon"" (University of the Sacred Heart) of San Juan, where he earned a Bachelors Degree in ""Radio and Television Production"".";
176;1;Matthew Parker (August 6, 1504 - May 17, 1575) was Archbishop of Canterbury from 1559.;
177;1;The eldest son of William Parker, he was born in Norwich, in St. Saviour's parish.;
177;4;Matthew was sent in 1522 to Corpus Christi College, Cambridge, where he is said to have been contemporary with William Cecil, but Cecil was only two years old at the time.;
177;6;"He commenced MA in 1528, and was one of the Cambridge scholars whom Thomas Wolsey wished to transplant to his newly founded ""Cardinal College"" at Oxford.";
178;1;Adolf Otto Reinhold Windaus (December 25, 1876 - June 9, 1959) was a significant German chemist.;
178;2;He won a Nobel Prize in Chemistry in 1928.;CONTROL
179;1;Jack Kerouac (March 12, 1922 - October 21, 1969) was an American novelist, writer, poet, artist, and part of the Beat Generation.;
180;1;"During Kerouac's time at Columbia University, Burroughs and Kerouac got into trouble with the law for failing to report a murder; this incident formed the basis of a mystery novel the two collaborated on in 1945 entitled And the Hippos Were Boiled in Their Tanks (the novel was never published, although an excerpt from the manuscript would be included in the Burroughs compilation Word Virus).";
180;2;In between his sea voyages, Kerouac stayed in New York with friends from Fordham.;
180;3;He started writing his first novel, called The Town and the City.;CONTROL
181;1;Kerouac was born Jean-Louis Lebris de Kerouac, in Lowell, Massachusetts, to a family of Franco-Americans.;
182;1;Jason Schwartzman (born June 26, 1980) is an American actor.;
182;2;Born in Los Angeles, California, he is the son of Italian-American actress Talia Shire and Jack Schwartzman, who is of Jewish descent.;
182;3;Schwartzman is best known for his role as Max Fischer in the movie Rushmore.;
182;4;He also had a notable role in Slackers.;
182;6;He is also well known as the main character in the film I Heart Huckabees.;
183;1;Previous to acting, he was the drummer for the band Phantom Planet (who opened for the band Incubus when they were on tour in 2002).;
183;3;"He also appears in the music video for the rock remix of ""All About the Benjamins"" by Puff Daddy.";
183;4;He also contributed to Ben Lee's 2005 album Awake Is The New Sleep.;
184;2;Besides his parents, he is also the nephew of Francis Ford Coppola and cousin of Nicolas Cage, Sofia Coppola, and Roman Coppola.;
184;3;He is the brother of actor/musician Robert Carmine (vocalist for the band Rooney), and is the half brother of cinematographer John Schwartzman.;
184;4;His cousin is entertainment publicist Eric Schwartzman.;
185;1;Walter Ulbricht (June 30, 1893 - August 1, 1973) was a German communist politician.;CONTROL
185;2;As First Secretary of the Socialist Unity Party from 1950 to 1971, he held the most influential role in the early existence of East Germany (the German Democratic Republic).;
186;1;Ulbricht was born in Leipzig as the son of a tailor.;
186;4;Later, he served in World War I from 1915 to 1918 on the Polish, Serbian and Western Fronts.;
187;1;Patricia Arquette (born on April 8, 1968 in Chicago, Illinois) is an American film actress of French and Jewish descent.;
188;1;She is sister to the actors Rosanna Arquette, David Arquette, and Alexis Arquette.;
188;2;She is the sister-in-law of Courteney Cox Arquette, who is married to her brother David.;
189;1;She won an Emmy Award for Outstanding Lead Actress in 2005 for her role as the psychic Allison DuBois on NBC's Medium.;
190;1;She and fellow actor Thomas Jane are the parents of a baby girl named Harlow Olivia Calliope.;
191;1;She was married to Academy Award-winning actor Nicolas Cage from 1995 until 2001.;CONTROL
192;1;She is the daughter of the late actor Lewis Arquette, and granddaughter of the late comic Cliff Arquette.;
193;1;Johannes ( Hans ) Wilhelm Geiger (September 30, 1882 - September 24, 1945) was a German physicist.;
193;2;Together with Walther Mueller he developed the Geiger counter.;
194;1;Geiger was born at Neustadt-an-der-Haardt, Germany.;
195;1;Geiger died in Potsdam a few months after the war ended.;
196;1;In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.;
196;2;In 1907 he began work with Ernest Rutherford at the University of Manchester.;
196;4;While in Berlin he developed, together with the graduate student Walther Mueller, the Geiger counter.;CONTROL
197;1;His loyalty to the Nazi Party led him to betray his Jewish colleagues, many of whom had helped him in his research before he became a member of the Nazi Party.;
198;1;Homer Jay Simpson (voiced by Dan Castellaneta) is one of the main characters in the animated television series The Simpsons.;
199;1;"Homer works in the Springfield Nuclear Power Plant, in Sector 7G, although ""working"" in this case refers largely to dozing and eating doughnuts.";
199;2;He spends a great deal of his time at Moe's Tavern with his lifelong friends Barney, Carl, Lenny, and bartender Moe.;
200;1;Homer is also prone to becoming very emotional, especially when it comes to his neighbors, the Flanders family, or troubles related to his son, Bart.;
201;1;Kristen Pfaff (May 26, 1967 - June 15, 1994) was a bass guitarist, best known for her work with Hole.;
202;1;Born and raised in New York, Pfaff studied in Europe for a short time before relocating to Minneapolis, Minnesota to attend college (she briefly attended Boston College prior to this).;
202;2;After she finished school, she formed the band Janitor Joe with herself on bass guitar and vocals along with guitarist/vocalist Joachim Breuer and drummer Matt Entsminger.;
202;3;They released their debut album Big Metal Birds in 1993.;
202;4;That same year Kristen was recruited by Courtney Love to join the band Hole.;
202;5;Kristen was a very talented musician and songwriter, and her superb bass playing was one reason for the success of Hole's 1994 album Live Through This.;
203;1;Vasil Petrov Kolarov (July 16, 1877-January 23, 1950) was a Bulgarian communist political leader.;CONTROL
204;1;Kolarov was born in Shumen, Bulgaria.;
204;4;By this time Kolarov was among the leaders of the party, and was an active participant in the Comintern.;
204;5;In 1923 he led a communist uprising along with Georgi Dimitrov.;
204;6;The uprising failed and Kolarov fled to the Soviet Union where he remained for over 20 years.;
205;3;He remained president until 1947, and then became foreign minister in the Dimitrov government.;
205;6;He died in Sofia, Bulgaria.;
206;1;Joely Fisher (born October 29, 1967) is an American actress.;CONTROL
207;1;Fisher's Broadway debut was as a replacement in the revival of Grease (1994).;
207;2;She was also a replacement in the revival of Cabaret (1998).;
208;1;She was born in Burbank, California, the daughter of Jewish-American singer Eddie Fisher and Italian-American actress Connie Stevens.;
208;2;Her younger sister is actress Tricia Leigh Fisher.;CONTROL
208;3;Her older half-sister and half-brother are actress Carrie Fisher and Todd Fisher, whose mother is actress Debbie Reynolds.;
209;1;She is married to cinematographer Christopher Duddy (married December 31, 1996 - present).;
210;1;Franklin Delano Roosevelt (January 30, 1882 - April 12, 1945), 32nd President of the United States (1933-1945), the longest-serving holder of the office and the only person to be elected President more than twice (he was elected four times, and served just over 12 years), was one of the central figures of 20th century history.;
210;4;He was one of the most popular presidents in American history, leading the nation as it emerged from the Great Depression and through World War II.;
211;1;Franklin Roosevelt was born on January 30th, 1882, at Hyde Park, in the Hudson River valley in upstate New York.;CONTROL
211;2;His father, James Roosevelt (1828-1900), was a wealthy landowner and vice-president of the Delaware and Hudson Railway.;
211;3;The Roosevelt family (see Roosevelt family tree) had lived in New York for more than 200 years: Claes van Rosenvelt, originally from Haarlem in the Netherlands, arrived in New York (then called Nieuw Amsterdam) in about 1650.;
211;4;In 1788, Isaac Roosevelt was a member of the state convention in Poughkeepsie which voted to ratify the United States Constitution - a matter of great pride to his great-great-grandson Franklin.;
212;1;Roosevelt's mother Sara Ann Delano (1854-1941) was of French Protestant (Huguenot) descent, her ancestor Phillippe de la Noye having arrived in Massachusetts in 1621.;
213;3;In 1908 he took a job with the prestigious Wall Street firm of Carter, Ledyard and Milburn, dealing mainly with corporate law.;
213;6;Eleanor was painfully shy and hated social life, and at first she desired nothing more than to stay at home and raise Franklin's children, of which they had six in rapid succession: Anna Eleanor (1906-1975), James (1907-1991), Franklin Delano, Jr. (March to November 1909), Elliott (1910-1990), a second Franklin Delano Jr. (1914-1988), and John Aspinwall (1916-1981).;
214;2;He was born in Long Beach, California.;
215;1;Patrick Joseph Kennedy (born July 14, 1967) is the son of Ted Kennedy and Joan Bennett.;CONTROL
215;2;He serves as U.S. Representative from Rhode Island, representing the first district (map).;
216;1;Kennedy won his seat on the United States House of Representatives in November 1994, and continues to hold this office.;
216;2;Kennedy currently serves on the House Appropriations Committee's Subcommittees on Labor/HHS and on Commerce, Justice and State.;
216;3;From 1999 to 2001, he served as Chairman of the Democratic Congressional Campaign Committee.;
217;1;Kennedy has been mentioned as a possible challenger for the United States Senate against liberal Republican Senator Lincoln Chafee in 2006.;
218;1;Patrick J. Kennedy became the youngest member of his family to hold elected office in 1988, when he won election to the Rhode Island State Assembly at age 21.;
219;1;Sara Ann Delano Roosevelt (September 21, 1854 - September 7, 1941) was the wife of James Roosevelt, Sr. and the mother of President of the United States Franklin Delano Roosevelt, her only child.;
220;2;She lived to see her only child elected President of the United States three times, although her domineering manner grated on her daughter in law, Eleanor Roosevelt who, at 6', was only 2 inches taller than Sara.;
221;1;Rupert John Cornford (27 December 1915 - 28 December 1936) was an English poet and communist.;CONTROL
221;2;He was the son of F. M. Cornford and Frances Cornford.;
222;1;Another Cambridge student, who would play a major part in his life, was Margot Heinemann, the future historian.;
223;1;He was born in Cambridge, and educated at Stowe School and Trinity College, Cambridge.;
223;2;As an undergraduate, reading history, he joined the Communist Party of Great Britain.;
223;3;He was two or three years younger than the group of Trinity College communists including Guy Burgess, Donald Maclean, Kim Philby and James Klugmann.;
224;1;Hillary Rodham Clinton (born on October 26, 1947, in Chicago, Illinois as Hillary Diane Rodham) is the junior United States Senator from New York, serving her freshman term since January 3, 2001.;
224;2;She was First Lady of the United States from 1993 to 2001, as the wife of President Bill Clinton.;
225;1;In 1975 Rodham and Clinton were married and moved to Little Rock, Arkansas, Bill Clinton's childhood home.;
225;2;In 1976, Hillary Rodham joined the venerable and influential Rose Law Firm, specializing in intellectual property cases while doing child advocacy cases pro bono.;
225;4;President Jimmy Carter appointed Rodham to the board of the Legal Services Corporation in 1978.;
226;1;In 1969, Rodham entered Yale Law School where she served on the Board of Editors of Yale Review of Law and Social Action and worked with underprivileged children at the Yale-New Haven Hospital.;
226;2;During the summer of 1970, she was awarded a grant to work at the Children's Defense Fund in Cambridge, Massachusetts.;
226;3;During the summer of 1971, she traveled to Washington, D.C. to work on Senator Walter Mondale's subcommittee on migrant workers, researching migrant problems in housing, sanitation, health and education.;
226;4;For the summer of 1972, Rodham worked in the western states for the Democratic presidential candidate George McGovern's campaign.;
226;5;During her second year in law school, she volunteered at the Yale Child Study Center, learning about new research on early childhood brain development.;
226;8;degree from Yale in 1973, having written her widely recognized thesis on the rights of children [7], and began a year of post-graduate study on children and medicine at the Yale Child Study Center.;
227;1;Hillary Diane Rodham was raised in a Methodist family in Park Ridge, Illinois.;CONTROL
227;2;Her father, Hugh Ellsworth Rodham, a conservative, worked in the textile industry, and her mother, Dorothy Emma Howell Rodham, was a homemaker.;
227;4;Prior to graduating from Maine South High School, she attended Maine East High School, where she served as class president, a member of the student council, a member of the debating team, and as a member of the National Honor Society.;
227;7;She earned many awards as a Brownie and Girl Scout [1].;
227;8;Hillary entered the world of politics in 1964, at the age of 16, by supporting the presidential bid of Arizona Republican Senator Barry Goldwater.;
228;1;She is a member of the Democratic Party.;
229;1;After completing high school in 1965, Rodham enrolled at Wellesley College in Massachusetts where she became active in politics, serving, for a time, as President of the Wellesley College Chapter of the College Republicans.;
229;2;During her junior year at Wellesley in 1968, Rodham was affected by the death of the civil rights leader, Reverend Dr. Martin Luther King Jr., whom she had met in person in 1962 [4].;
229;3;After attending the Wellesley in Washington program at the urging of Professor Alan Schechter, her political views became more liberal and she joined the Democratic Party.;
230;2;On February 27, 1980, Rodham gave birth to Chelsea, their only child.;CONTROL
231;1;John Winthrop (February 12, 1606-April 5, 1676), generally known as John Winthrop the Younger, was governor of Connecticut.;
232;1;He was born in Groton, England, as the son of John Winthrop, the founding governor of the Massachusetts Bay Colony.;
232;2;He was educated at the Bury St Edmunds grammar school and at Trinity College, Dublin, studied law for a short time after 1624 at the Inner Temple, London, accompanied the ill-fated expedition of the duke of Buckingham for the relief of the Protestants of La Rochelle, and then travelled in Italy and the Levant, returning to England in 1629.;
233;1;Edward Moore Kennedy (born February 22, 1932) is the senior U.S. Senator from Massachusetts, having served since 1963.;
233;3;The most prominent living member of the Kennedy family, he is the brother of assassinated President John F. Kennedy and former US Attorney General and Senator Robert F. Kennedy.;
235;1;Peyton Williams Manning (born March 24, 1976 in New Orleans, Louisiana) is an American football quarterback for the Indianapolis Colts NFL franchise.;
236;1;Because of his father's legacy at Ole Miss, as well as his own status as the most highly recruited high school quarterback of his class, Peyton Manning stunned many when he chose to attend and play for the University of Tennessee.;
237;3;He shared the honor with Tennessee Titans quarterback Steve McNair.;
238;1;He is the son of former New Orleans Saints quarterback Archie Manning and Olivia Manning, and the older brother of current New York Giants quarterback Eli Manning.;
238;2;Peyton played college football for the University of Tennessee and was selected by the Indianapolis Colts as the first overall pick in the 1998 NFL Draft.;
239;2;He put up even more impressive numbers in his last season (3,819 yards, 36 touchdowns) and finished second in Heisman Trophy voting to The University of Michigan's Charles Woodson, although he was unable to beat arch rival University of Florida for the fourth consecutive time.;
240;1;J. Carrol Naish or Joseph Patrick Carrol Naish (January 21, 1897 - January 24, 1973) was an American actor born in New York City, New York.;
241;1;He was twice nominated for an Academy Award for Best Supporting Actor, the first for his role in the 1943 film, Sahara then for his performance in the 1945 film, A Medal for Benny for which he won the Golden Globe Award for Best Supporting Actor - Motion Picture.;
242;1;Naish died in La Jolla, California and was interred in the Calvary Cemetery, East Los Angeles.;
243;2;He was of Irish descent, but he never used his dialect skills to play Irishmen, instead portraying myriad other ethnic groups on-screen: Latino, Native American, African American, East Asian, Polynesian, Middle Eastern/North African, South Asian, Eastern European and Mediterranean.;
244;1;Connop Thirlwall (January 11, 1797 - July 27, 1875) was an English bishop and historian.;CONTROL
245;1;He was born at Stepney, London, of a Northumbrian family.;
246;1;He went to Charterhouse School, where George Grote and Julius Hare were among his schoolfellows.;
246;2;He went up to Trinity College, Cambridge, in October 1814, and gained the Craven university scholarship and the chancellor's classical medal and served as Secretary of the Cambridge Union Society in the Lent term, 1817.;
246;4;In Rome he made friends with Baron Christian von Bunsen, which had a most important influence on his life.;
246;6;In the meantime, he took on the task of translating and prefacing Friedrich Daniel Ernst Schleiermacher's essay on the Gospel of St Luke.;
246;7;He further rendered two of Johann Ludwig Tieck's most recent Novellen into English.;
247;1;Kaysone Phomvihane (December 13, 1920-November 21, 1992) was the leader of the Lao People's Revolutionary Party from 1955, though Souphanouvong served in a figurehead role.;
247;2;He served as the first Prime Minister of the Lao People's Democratic Republic and then as president until his death in 1992.;
248;1;Elizabeth Rogers (May 18, 1934 - November 6, 2004) was an American actress.;
249;1;Born Betty Jayne Rogers in Austin, Texas she is famous for being the replacement of Lt. Uhura in some episodes of the 1960s television series Star Trek.;
249;2;During the 1970s she also appeared in a string of Irwin Allen produced disaster films including The Poseidon Adventure and The Towering Inferno as she was a good friend of Allen.;
249;3;Her last major motion picture was An Officer and a Gentleman in 1982.;
250;1;She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.;CONTROL
251;1;"Abraham Jasper Simpson (""Grampa"" or ""Abe"") is a fictional character featured in the animated cartoon television series The Simpsons.";
252;3;He was the son of Orville Simpson and Yuma Hickman.;
252;5;As a boy, he was once voted the handsomest boy in Albany, New York.;
252;6;As a young boy, Abe enlisted in World War I by lying about his age.;
253;1;Abraham Simpson is estranged husband to Mona Simpson, father to Homer Jay Simpson and Herbert Powell, father-in-law to Marjorie Bouvier Simpson and grandfather to siblings Bartholomew J. Simpson, Lisa Marie Simpson and Margaret Simpson.;
253;4;Also in The Simpsons Uncensored Family Album, the family tree shows his parents' names to be Orville Simpson and Yuma Hickman.;
254;1;"Clara Blandick (born June 4, 1881 in Hong Kong; died April 15, 1962 in Hollywood, California) was a twentieth century American actress best known for her portrayl of Auntie Em in the 1939 film The Wizard of Oz.";
255;1;Paul Frederic Simon (born October 13, 1941 in Newark Heights, New Jersey) is a renowned Jewish American singer and songwriter, receiving Kennedy Center Honors in 2002.;
255;2;He graduated Queens College where he was a Brother in the Alpha Epsilon Pi Fraternity and briefly attended Brooklyn Law School.;
255;3;"Simon has been married three times; he is currently married to Edie Brickell whom he wed on May 30, 1992.";
256;2;Born in Alnwick, England, he emigrated to New South Wales, Australia in 1824.;CONTROL
257;1;"He designed and created Sydney's first efficient water supply, which was completed in 1837 and became known as ""Busby's Bore"".";
258;1;He was the father of James Busby, who was to become a major figure in the Australian wine-making industry.;
259;1;George Walker Bush (born July 6, 1946) is the 43rd and current President of the United States.;
259;2;He is also a former Governor of the State of Texas and served in the Texas Air National Guard.;
259;3;Bush is a lifelong member of the Republican Party and was a businessman in both the oil and professional sports industries.;
259;4;He was a founding member of Arbusto Energy company and served as managing general partner of the Texas Rangers baseball team.;
260;1;George W. Bush (born July 6, 1946) was chosen to be President of the United States of America in 2000, and was re-elected President in 2004.;
260;2;Bush is a Republican, and has Dick Cheney as his Vice President.;
261;1;On September 4, 1976, near his family's summer home in Kennebunkport, Maine, police arrested Bush for driving under the influence of alcohol.;
261;2;He pleaded guilty, was fined $150, and had his driver's license suspended for 30 days within Maine.;
261;6;He attributed the change partly to a 1985 meeting with Reverend Billy Graham though by his own admission he did still drink as recently as July 1986.;
262;1;"In 1974, he obtained permission to end his six-year service obligation six months early, and left to attend Harvard Business School, from which he earned his Masters of Business Administration (MBA) in 1975; he is the second U.S. President to hold an MBA.";
262;3;Two years later, he married Laura Welch, a librarian originally from Midland.;CONTROL
262;4;They have twin daughters, Barbara and Jenna, born in 1981.;
263;1;Bush was elected the 46th Governor of Texas in 1994 and re-elected in 1998.;
263;2;He won the Republican nomination in the 2000 presidential election and was elected President in a particularly close general election with a contested outcome that resulted in U.S. Supreme Court intervention.;
264;1;After working on his father's successful 1988 presidential campaign, Bush learned from fellow Yale alumnus William DeWitt, Jr., that family friend Eddie Chiles wanted to sell the Texas Rangers baseball franchise.;
264;2;"In April 1989, Bush assembled a group of investors from his father's close friends, including fellow fraternity brother Roland W. Betts; the group bought an 86% share of the Rangers for $75 million.";
265;2;Bush then chose Dick Cheney, a former U.S. Representative and Secretary of Defense for Bush's father, as his running mate.;
265;6;When the race was finally adjudicated, Bush was declared to have defeated Democratic candidate Vice President Al Gore, winning 271 electoral votes to Gore's 266, carrying 30 of the 50 states.;
265;8;Notable third-party candidates included Green Party candidate Ralph Nader (2,695,696 votes/2.7%), Reform Party candidate Pat Buchanan, (449,895/0.4%), and Libertarian candidate Harry Browne (386,024 votes/0.4%).;
266;1;George Walker Bush was born the son of former President George H. W. Bush and his wife Barbara Bush (nee Pierce) in New Haven, Connecticut.;
266;2;He identified himself as a native of Texas, after his family moved there when he was nearly two.;
266;3;He was raised in Midland, Texas, and Houston, Texas, with his younger brothers Jeb, Neil, and Marvin and his sister Dorothy.;
267;1;After graduating from the Phillips Academy in Andover, Massachusetts in June 1964, Bush returned to Connecticut and attended Yale University, where he graduated with a Bachelor of Arts in History in 1968.;
267;2;As a senior, Bush was selected for the secret Skull and Bones society.;
267;3;In May 1968, at the height of the Vietnam War, he entered the Texas Air National Guard, and spent two years learning to fly.;
267;4;He was promoted to First Lieutenant on the November 1970 recommendation of his commander Lt. Col. Jerry B. Killian.;
268;1;Karl Rove has played perhaps the greatest influence on Bush's life and career.;CONTROL
268;6;Rove is also responsible for the elevation of Bush loyalist Republicans like Ken Mehlman, Bush's campaign manager and now Chairman of the Republican National Committee.;
269;1;After meeting evangelist Billy Graham in 1985, Bush became much more involved in Christian belief and practice.;
269;2;"[10] During this period, he left the Bush family's Episcopalian faith to join his wife's United Methodist Church, a denomination that in part represents a more socially conservative worldview (see United Methodist Church ""Diversity Within Methodist Beliefs"").";
269;3;Bush is generally recognized as a born-again Christian.;
270;1;In the 2004 United States presidential election, Bush won over Massachusetts Senator John Kerry, a Democrat.;
271;1;Bush began his oil industry career in 1979 when he established Arbusto Energy with Salem bin Laden, an oil and gas exploration company he financed with his education trust fund surplus and money from other investors.;
271;2;In 1984, Bush sold the company, hurt in the wake of the 1979 energy crisis and renamed Bush Exploration Co., to Spectrum 7, another Texas oil and gas exploration firm.;
271;4;Spectrum 7 lost revenue and was merged into Harken Energy Corporation in 1986, with Bush becoming a director of Harken.;
272;2;Condoleezza Rice, the U.S. Secretary of State was Bush's close confidant in the first term as National Security Advisor, and a Bush loyalist.;
272;3;Margaret Spellings was Bush's chief domestic policy advisor from his days as Governor of Texas, and now runs the U.S. Department of Education.;
272;4;Moreover, Karen Hughes was one of Bush's most trusted political advisors, playing important roles in all his campaigns from 1994 to 2004.;
272;6;Harriet Miers was legal counsel and a close loyalist to Bush in Texas and, since Bush's second term commenced, she has served as White House counsel.;
273;2;His father, George H. W. Bush, served as U.S. President for one term and twice as Ronald Reagan's Vice President.;
273;3;His brother, Jeb Bush, is the current Governor of Florida.;
273;4;His grandfather, Prescott Bush, was a United States Senator.;
273;5;He also has two other younger brothers, Marvin Bush and Neil Bush, both businessmen.;
274;1;Bush is very close to his wife Laura, his father George H. W. Bush and mother Barbara Bush.;
274;2;He is also close to his sister Dorothy Bush Koch and brother Marvin Bush.;
274;3;Loyalty to family is an important cornerstone of Bush's attitude to his family relationships, and despite some differences in policy and attitudes, and independent of each other, Bush and his brother Jeb Bush have worked closely to help each other's political career.;
275;1;Colin Powell's exit as Secretary of State in 2004 is widely attributed to his lacking a personal rapport with the President and not merging his political image and fortunes with those of the President.;
276;1;Alberto Gonzales was the Governor's legal counsel in Texas, and later Attorney General.;
277;1;Garrett Birkhoff (January 19, 1911 - November 22, 1996) was an American mathematician who was born in Princeton, New Jersey, USA and died on November 22,1996 in Water Mill, New York, USA.;
278;1;In 1941 he and Saunders MacLane published their influential textbook, A Survey of Modern Algebra, the first undergraduate textbook in English for the field of abstract algebra.;
279;4;He was educated and taught at Harvard University.;CONTROL
280;1;He is the son of the mathematician George David Birkhoff.;
281;1;"Birkhoff is most famous for the establishment of a new branch of mathematics, universal algebra, with his 1935 paper, On the Structure of Abstract Algebras; previous essays to produce a universal description of algebras having been made by George Boole and Alfred North Whitehead.";
282;1;"Peter Sydney Lawford (September 7, 1923 - December 24, 1984) was a Hollywood actor and member of Frank Sinatra's ""Rat Pack,"" more noted for his off-screen activities as a celebrity than for his acting.";
283;6;It was in Good News (1947) that Lawford won his greatest acclaim as an actor.;
283;8;Lawford was given other important roles in MGM films the next few years such as On An Island With You (1948), Easter Parade (1948) and Little Women (1949 film) (1949).;
284;6;Prior to the war, Lawford had a gained a contract position with the MGM studios.;
284;8;He played a snobby bully opposite Mickey Rooney.;
284;12;MGM gave the young actor another important role in The Picture of Dorian Gray (1945).;
285;1;Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.;CONTROL
286;1;John Drew Barrymore, also known as John Barrymore, Jr., (June 4, 1929 - November 29, 2004) was an actor, one of The Barrymores, a family of actors that included his father, John Barrymore, and his father's siblings, his uncle Lionel and his aunt Ethel.;
286;2;He was also the father of 3 children, including actress Drew Barrymore.;CONTROL
287;1;"In the late 1960s, John Drew Barrymore accepted a major guest role as Lazarus in the Star Trek episode ""The Alternative Factor"".";
288;1;"Born John Blythe Barrymore, Jr. in Beverly Hills, California in 1929, although he would later shave 3 years off his age; his mother was actress Dolores Costello.";
289;1;John and his cousin, Dirk Drew Davenport, enlisted in the US Navy during World War II.;
290;1;Carmine Coppola (born June 11, 1910 in New York City, died April 26, 1991 in Northridge, CA) was a composer, editor, musical director, and songwriter.;
290;2;Coppola was a composer and conductor who contributed to many of the musical scores in The Godfather, Part II and Apocalypse Now.;
291;2;He studied at Juilliard and later at the Manhattan School of Music.;
